protected_idx,original_idx,similarity,protected_id,original_id,confidence,ml_match_probability,ml_refined,distance_refined,refinement_skipped,refinement_distance,refinement_reason
19670,4780,0.9999951287728367,a8a814e6a024b02eec9fa1512ae5e0d3,4780,high,1.0,False,False,True,,High confidence
777,15634,0.9999949064331486,a498c2a953948399b2b52640e6781161,15634,high,1.0,False,False,True,,High confidence
9006,4549,0.9999899321746468,df0722b144124fc1e82907c2030ed323,4549,high,1.0,False,False,True,,High confidence
6705,18090,0.9999896433069013,36a8954636f34e71119ed1c4e7eea960,18090,high,1.0,False,False,True,,High confidence
6334,10257,0.9999891318066392,2ce8960e03bed4d24c6f9992d1df697c,10257,high,1.0,False,False,True,,High confidence
15363,4591,0.9999887030650714,38091f7e2746ca53cfc884d9565fad64,4591,high,1.0,False,False,True,,High confidence
7828,10588,0.9999886463560923,051c6d6255638cb0e26221306e3f3697,10588,high,1.0,False,False,True,,High confidence
7878,14018,0.9999879893965873,8eb420e70541026ccdc2902688501071,14018,high,1.0,False,False,True,,High confidence
6199,4369,0.9999866436492943,1f6146d273e7dd7adf77ef28fde4afc0,4369,high,1.0,False,False,True,,High confidence
4783,13530,0.9999863920286524,28e526b566468bae9a310a781c30814a,13530,high,1.0,False,False,True,,High confidence
42,6517,0.9999850602131766,db6fcff9ad573f576e45c62351b23909,6517,high,1.0,False,False,True,,High confidence
17707,1171,0.9999838422862602,aff37008595a66427db43fef9a94c468,1171,high,1.0,False,False,True,,High confidence
17220,6207,0.9999838415650644,609afb2a2c7cf65aaf6f80699be22679,6207,high,1.0,False,False,True,,High confidence
9060,8000,0.9999837224811589,87a5bd114b2e324da338100c2fc743cb,8000,high,1.0,False,False,True,,High confidence
8781,6277,0.9999831974028361,d27cfcc8fbfdbbe388466583abfe6f1c,6277,high,1.0,False,False,True,,High confidence
5010,8985,0.9999828731792014,4f5ce15869919ff26fa75a5859b1b1a7,8985,high,1.0,False,False,True,,High confidence
3477,11644,0.9999826991640844,98fc1e1996d3440b805d25903a0db644,11644,high,1.0,False,False,True,,High confidence
3039,10838,0.9999822020636746,35894613b5df4bcc4a6d84b43b38930e,10838,high,1.0,False,False,True,,High confidence
7075,962,0.9999819415294755,db884589d5a1da7acad504a71df9372c,962,high,1.0,False,False,True,,High confidence
5742,2977,0.9999811657176926,93ff05836c51135277d0610a71da5b74,2977,high,1.0,False,False,True,,High confidence
118,7571,0.9999795778013185,0cf26f8b23bbbee15f381336a0d1fc2a,7571,high,1.0,False,False,True,,High confidence
15647,14442,0.9999795670255532,bb44be0833dc84cfc38d335d49bace81,14442,high,1.0,False,False,True,,High confidence
7376,12371,0.9999789979128116,9c803c66b3065a0609b6e9c233f3f7eb,12371,high,1.0,False,False,True,,High confidence
14461,18694,0.999978316629268,cc134f5f22b092922bcbce4ed76b4843,18694,high,1.0,False,False,True,,High confidence
1858,15017,0.9999780407372173,da49fe98ea1884a01cdd3f8d225b529c,15017,high,1.0,False,False,True,,High confidence
9642,656,0.9999778796929115,26c28c3485bd03383848b71a4b383ff9,656,high,1.0,False,False,True,,High confidence
19013,3600,0.9999777269777694,2e12a2c9513560f17f988a2599f1b0cb,3600,high,1.0,False,False,True,,High confidence
4381,10575,0.9999776518556629,da9d001d518a257dcb5e6bb08f79c033,10575,high,1.0,False,False,True,,High confidence
14019,12940,0.9999775701714342,406fc2961a0bf381ec34cf5fa303d3ad,12940,high,1.0,False,False,True,,High confidence
6594,17000,0.9999772518313057,fb3d42ca605d33e318bf81553d1557e7,17000,high,1.0,False,False,True,,High confidence
4641,12548,0.9999771205896513,d873c07e700d8ab1acc23b713458f6c4,12548,high,1.0,False,False,True,,High confidence
4476,1921,0.9999768605098734,adf8334386d88ec0c4c35ccce6bca9f1,1921,high,1.0,False,False,True,,High confidence
6275,5339,0.9999764224201919,2b58811315836696d5c616e299e9b538,5339,high,1.0,False,False,True,,High confidence
6952,15389,0.9999764030163444,b044ebd9a1e6d1951641c27caa4181cc,15389,high,1.0,False,False,True,,High confidence
6522,11038,0.9999762344848768,c587880fce3c2292dc624d60af007354,11038,high,1.0,False,False,True,,High confidence
6012,1180,0.999976006933098,24885ff825ee7734cbeede75e50276ce,1180,high,1.0,False,False,True,,High confidence
16632,18372,0.9999758919085258,ae477c2cadd7b94410b87068478837c3,18372,high,1.0,False,False,True,,High confidence
105,2712,0.9999758429761996,6884cd05602acf7a1c82b9d0e6a3a062,2712,high,1.0,False,False,True,,High confidence
10371,16915,0.9999756889311716,a63cd42621eb9d426a1452c24e28bc90,16915,high,1.0,False,False,True,,High confidence
11441,15511,0.9999754962088583,69600794f4fd9a2d2d4e1efa4236e9a8,15511,high,1.0,False,False,True,,High confidence
11645,4055,0.9999754214304575,e4c332a2ce05d8d06bb58d0e177ec69a,4055,high,1.0,False,False,True,,High confidence
4908,12285,0.9999753377611987,3b1a3a00a8e033731f51d9493110d84d,12285,high,1.0,False,False,True,,High confidence
1223,42,0.9999747709954111,604ed977e3ce9a1c2bbd7aa23fcb68ce,42,high,1.0,False,False,True,,High confidence
17889,9951,0.9999747421088689,f2f1b8ef25922ebdc6d33765399bbaf7,9951,high,1.0,False,False,True,,High confidence
4414,14877,0.9999746168171015,a9d725a8afb90a14fe32cd75e5e2eed1,14877,high,1.0,False,False,True,,High confidence
19297,19656,0.9999746147521543,dbe9dddc8dac81b937f15200210bbbd0,19656,high,1.0,False,False,True,,High confidence
5904,11976,0.9999740708770152,bfd998356c251cca2327e3ca19c2830d,11976,high,1.0,False,False,True,,High confidence
13787,13135,0.9999739886943964,f11c59fb5c39639d8f9f6f2cb7f076ba,13135,high,1.0,False,False,True,,High confidence
17222,17634,0.9999738371454631,be65215d9e7aefe60c887f3133e20b93,17634,high,1.0,False,False,True,,High confidence
2918,4373,0.9999738074615688,b1d753381146a3f52441f10a2ebd31e5,4373,high,1.0,False,False,True,,High confidence
18972,12342,0.9999736341249824,2582a7729c11df28cacf80367fdc6600,12342,high,1.0,False,False,True,,High confidence
12452,19821,0.9999735133640106,0cbea15cd085ae20670ef6dedab9c2c4,19821,high,1.0,False,False,True,,High confidence
18417,18517,0.9999734696907783,269963bf431f105bbfe07e5bf8f0a2ce,18517,high,1.0,False,False,True,,High confidence
17387,3311,0.9999734289736221,f0f40777932f08ab2989aa557301fc91,3311,high,1.0,False,False,True,,High confidence
12505,4934,0.9999733694851067,c6811556af1d733eb5eebf43146a4fc0,4934,high,1.0,False,False,True,,High confidence
16253,6111,0.999973285848139,8545cd2918795f0250bf9f841f1cf362,6111,high,1.0,False,False,True,,High confidence
11655,15211,0.999972940338022,5ad08b6b5a5c46dc0cb071a0945a69c1,15211,high,1.0,False,False,True,,High confidence
1603,14897,0.9999728762087998,40711f28637c9159fd988ffc2a23ed30,14897,high,1.0,False,False,True,,High confidence
2837,18556,0.9999728734330916,de4090812e185baf526a03e76b5ec913,18556,high,1.0,False,False,True,,High confidence
8504,12055,0.9999726818665231,cbfa1a38c9f6a66dca84dd0c218aef05,12055,high,1.0,False,False,True,,High confidence
3861,13720,0.9999724951818088,868ff43af481ca67055b2ad744c94c0f,13720,high,1.0,False,False,True,,High confidence
7131,15719,0.9999715544833857,d9022c7442fb2dd8ab7f190f58638704,15719,high,1.0,False,False,True,,High confidence
9206,10444,0.9999714921740263,ee1eb30376effe0055e82b9cec3ecd88,10444,high,1.0,False,False,True,,High confidence
15556,4005,0.9999714449426841,c7adeb7c2f8273d7c80b7387aff2945d,4005,high,1.0,False,False,True,,High confidence
5158,13498,0.9999711854056477,511caccbb072f06bb62000c3557795ee,13498,high,1.0,False,False,True,,High confidence
3948,15418,0.9999711161852064,23efc4e13a0aeac30642f22c95bb691c,15418,high,1.0,False,False,True,,High confidence
19436,11829,0.9999710611954696,8f03e67dde9119bf60895b3f00ef8fc9,11829,high,1.0,False,False,True,,High confidence
7181,18068,0.9999706474603266,1453b76d50f85e4c610272eb288d5043,18068,high,1.0,False,False,True,,High confidence
15732,3129,0.9999705123527322,93a0f1f6255116c087353977b01a8cbe,3129,high,1.0,False,False,True,,High confidence
5784,17160,0.9999704628813983,8817fe4012f65a6c441b1122a943ae57,17160,high,1.0,False,False,True,,High confidence
15192,17361,0.9999704573038628,3ef1239eb0f52bccf15eec755f040aea,17361,high,1.0,False,False,True,,High confidence
14393,11925,0.9999704380889345,a3dc51eb1016f107df1a2fc44a830261,11925,high,1.0,False,False,True,,High confidence
2797,18341,0.9999702738478383,592ef5c2f107018c9fc7f6ca54ef283f,18341,high,1.0,False,False,True,,High confidence
6820,4723,0.9999697868889356,8ee401d1b367013ea9c0d554c079495f,4723,high,1.0,False,False,True,,High confidence
535,2714,0.9999697855888108,370c547f2eba437e571c000e7386c581,2714,high,1.0,False,False,True,,High confidence
6058,2182,0.999969667624127,e58f9922092ef0e4efc3731afd8aecbd,2182,high,1.0,False,False,True,,High confidence
18113,7123,0.9999696144684427,eb2c724497f575ed8363f6d593c0fe95,7123,high,1.0,False,False,True,,High confidence
16766,12278,0.9999694890892998,80a6b8ce7066239a7a855807ba2095b1,12278,high,1.0,False,False,True,,High confidence
17354,4658,0.9999694463510633,c69f28f30efa1dd4e7ce900f8e136998,4658,high,1.0,False,False,True,,High confidence
6018,3493,0.9999693436646502,76c33398380b06f6b58b1b7ff9224749,3493,high,1.0,False,False,True,,High confidence
4567,10613,0.9999693408486843,332aaa4e213c97c6858959e243614ecc,10613,high,1.0,False,False,True,,High confidence
2827,14049,0.9999690272263082,9b20c1f01acc44fe457ae03f5df8b047,14049,high,1.0,False,False,True,,High confidence
3469,8621,0.9999688489625745,536859de4d42fb11c6e0176fe47ce7ec,8621,high,1.0,False,False,True,,High confidence
1286,13301,0.9999686489485321,709862800d9e89d2fd4a26041e79fa4b,13301,high,1.0,False,False,True,,High confidence
9450,8751,0.9999684518759209,77ab802ffb616af74ed013bcd8e876cf,8751,high,1.0,False,False,True,,High confidence
10799,13199,0.9999682417085496,f9f9d1dfc01be939e81a2547d3228753,13199,high,1.0,False,False,True,,High confidence
4741,11008,0.999968227980736,2c47b8d592fcc1ed9ef56b1b8ec20bf7,11008,high,1.0,False,False,True,,High confidence
10804,12290,0.9999681918680103,1645088758734bff3a34905da70ac309,12290,high,1.0,False,False,True,,High confidence
14524,10310,0.9999681662174881,37725a3f03cca827def418aa0bbc8d59,10310,high,1.0,False,False,True,,High confidence
8903,10662,0.9999681472347683,2aab8a229731cf11d0ad84927fb3ffae,10662,high,1.0,False,False,True,,High confidence
477,17517,0.9999678192899206,b3b40462206a4f6661e7cb36e3cf7d50,17517,high,1.0,False,False,True,,High confidence
5154,435,0.9999677127461682,f587df49697d1b3319bca984e243c5d9,435,high,1.0,False,False,True,,High confidence
9824,10820,0.9999676094795663,9149177b277ce17a441b1aeb598fdce8,10820,high,1.0,False,False,True,,High confidence
13024,6479,0.999967419912988,73645744933011e35b593b1bc9ab120a,6479,high,1.0,False,False,True,,High confidence
11132,9735,0.999967330688248,eb784eff72f34a087a9564c6551339d9,9735,high,1.0,False,False,True,,High confidence
4789,17253,0.9999672719849864,f890b1b2f9f719fedeb23abcf44c7b18,17253,high,1.0,False,False,True,,High confidence
15388,2432,0.9999672561391715,d8ab69881a8afc6f8ea07eb10cf57ae1,2432,high,1.0,False,False,True,,High confidence
14109,19177,0.9999671792544105,164cbeaa250cf34f032f9d8d1643b735,19177,high,1.0,False,False,True,,High confidence
14239,7607,0.999967160652658,5fe56ef7502c15d54b4aaf3dd616c450,7607,high,1.0,False,False,True,,High confidence
9784,11839,0.9999670538712602,c5236ab7c71d764a2149613a3d48d0eb,11839,high,1.0,False,False,True,,High confidence
4508,5865,0.9999666172954716,076b78f40b332aaf0f947f0e486666fb,5865,high,1.0,False,False,True,,High confidence
12173,618,0.9999665765177875,d82d58d3a3782fc8bd6cb07a86b64788,618,high,1.0,False,False,True,,High confidence
5393,13626,0.9999665077436822,e9bed293e4b9296b8e54b452f363fcc8,13626,high,1.0,False,False,True,,High confidence
15930,9095,0.9999663410121982,67dd5f44494fcb353e83c9cd6bbc4236,9095,high,1.0,False,False,True,,High confidence
12968,3019,0.9999661345374404,1050499beeffc377b5cfa47011c9eea0,3019,high,1.0,False,False,True,,High confidence
101,4309,0.9999658225683424,5c8b1c58eb5c981569ce0416bb8e420f,4309,high,1.0,False,False,True,,High confidence
11672,17618,0.9999657398285502,9501a1b3456a2955a652eeb3e80c9a39,17618,high,1.0,False,False,True,,High confidence
1567,13011,0.9999657311119291,fcaccb719e4623e1063feba684a75081,13011,high,1.0,False,False,True,,High confidence
14484,15167,0.9999656014131554,dbd7ef224011b1b0e7295cdcdc15e00a,15167,high,1.0,False,False,True,,High confidence
12204,2208,0.9999654846428213,5712b4d9cc6b5c68d411f63d53e03c99,2208,high,1.0,False,False,True,,High confidence
18927,4841,0.9999654591390886,123e761a956cbe30ced601212f554f66,4841,high,1.0,False,False,True,,High confidence
9354,14832,0.999965428234712,aba662c389db30d8a0386f8d481d8ada,14832,high,1.0,False,False,True,,High confidence
7352,248,0.9999654166381235,87765b23c10e1f3fadefba3a39a003bc,248,high,1.0,False,False,True,,High confidence
14436,3956,0.9999654114677642,5fa398df599372f4291a5bdaff996e48,3956,high,1.0,False,False,True,,High confidence
9719,9935,0.9999653631591117,b0c5f122b5190bc61eaaa4350dec0474,9935,high,1.0,False,False,True,,High confidence
16330,19880,0.9999653269195862,93d99f7018f76d87b0bbd668fd1ff865,19880,high,1.0,False,False,True,,High confidence
7895,3881,0.9999651809392519,13d33ae8e0e09c0a376beb8539c22205,3881,high,1.0,False,False,True,,High confidence
15998,16865,0.9999650441917626,f512fd5f4e7a05d7eec7e7c6397932d0,16865,high,1.0,False,False,True,,High confidence
3287,17925,0.9999649136961402,0aaf5e1927f7d3a09caefc251bc32dd1,17925,high,1.0,False,False,True,,High confidence
9816,18429,0.9999648729698993,06d4cd891899041afb1f96d8092572b6,18429,high,1.0,False,False,True,,High confidence
2826,6562,0.9999648578466316,d3a3151ecd210555912bff8df4d825da,6562,high,1.0,False,False,True,,High confidence
10295,17781,0.9999643148584971,69db8c8d2f8e9399cc2066beaeed446c,17781,high,1.0,False,False,True,,High confidence
13451,17201,0.9999641666304122,a241d869afe60a12a61feb4518de49a5,17201,high,1.0,False,False,True,,High confidence
11136,16003,0.9999640682323565,6d52eae190524b0b204ba837f9d48f77,16003,high,1.0,False,False,True,,High confidence
8094,19079,0.9999638022649231,8f42465a6b2de5e025a0649226d942a1,19079,high,1.0,False,False,True,,High confidence
9546,6435,0.9999635263642842,ddedd3b41f08e251df2b434f8e1088c2,6435,high,1.0,False,False,True,,High confidence
14424,13009,0.9999635137231949,9f8d67bd324475b6ef63bb13ed45fee1,13009,high,1.0,False,False,True,,High confidence
2267,5885,0.9999634227589322,ff57d3616e2a4db62f926c3ccfdeba61,5885,high,1.0,False,False,True,,High confidence
8674,13150,0.9999632519536644,94a444710eedfbe7b303b9e77df7f0d1,13150,high,1.0,False,False,True,,High confidence
5930,16652,0.9999632428298499,84c48dde8121d9f0e3c1622b838450dc,16652,high,1.0,False,False,True,,High confidence
10365,8812,0.9999632259396013,3c579bb855a30a697de121f3fe339398,8812,high,1.0,False,False,True,,High confidence
17650,19287,0.9999631529550806,01cbe86e56a2a589339ae9cce4829332,19287,high,1.0,False,False,True,,High confidence
5242,3448,0.9999630631523776,32d93ed97691838ddaf5c4eaca663bdd,3448,high,1.0,False,False,True,,High confidence
16882,18563,0.9999629368324544,65007049a59d5c5054ab795563df37a7,18563,high,1.0,False,False,True,,High confidence
12649,11542,0.9999629248990536,ebb96f1760987c9bd360cc47fba47119,11542,high,1.0,False,False,True,,High confidence
635,18149,0.9999628506697422,dcc9bd43eb4e51652a7377f0df1e362c,18149,high,1.0,False,False,True,,High confidence
2219,4824,0.9999626427778296,76b5f768fc6fcf498efb7e28ca3acc36,4824,high,1.0,False,False,True,,High confidence
3424,18778,0.9999626039304462,1f0a5ab2b29fa1c1968a262bb7d88630,18778,high,1.0,False,False,True,,High confidence
5734,14070,0.9999625298664049,9e4466ab7532d1bacda9da72ff3e7a05,14070,high,1.0,False,False,True,,High confidence
7042,15394,0.9999624644653395,9e452cb5e46ad4b1180cab7a3d93338f,15394,high,1.0,False,False,True,,High confidence
5025,1544,0.9999624184171839,c358e2b1d6a40c8ef155f952669e6ac3,1544,high,1.0,False,False,True,,High confidence
9395,4962,0.999961943995507,3b9d88deb9706cb3c4993f88e7771566,4962,high,1.0,False,False,True,,High confidence
9016,1434,0.9999619006231708,b0a2ce46bcc9ae5ec9b9432a8306d697,1434,high,1.0,False,False,True,,High confidence
14917,13929,0.9999616731992459,0b4677a0c30b826cdd0e0d3449e57247,13929,high,1.0,False,False,True,,High confidence
10100,1741,0.9999616496586478,15969ae426c928c6a20724332cb692cd,1741,high,1.0,False,False,True,,High confidence
16352,16681,0.9999616434051168,8d28407c7e855e9b3bea9855b290a724,16681,high,1.0,False,False,True,,High confidence
16738,508,0.999961429190637,bcbbf3cc30735b8768dfbed1be156e1d,508,high,1.0,False,False,True,,High confidence
19228,12910,0.9999613940854737,190ef946659d9a3f2bdcd6268eebba78,12910,high,1.0,False,False,True,,High confidence
5612,14168,0.9999613876347877,4eec1857797f3eabeb4f71377238e1b1,14168,high,1.0,False,False,True,,High confidence
11948,3022,0.999961257358359,0cf4039cab64be5e8d9fdabc711698f7,3022,high,1.0,False,False,True,,High confidence
15851,3103,0.9999611586735159,3b77574da981492c3d51a0676115f473,3103,high,1.0,False,False,True,,High confidence
8029,8746,0.9999610639731026,ece4d41201bbeb1facdd3e8f65512447,8746,high,1.0,False,False,True,,High confidence
4588,950,0.9999608184089885,2041211908c7d0b31844e72c2255b865,950,high,1.0,False,False,True,,High confidence
2024,2878,0.9999606477125332,064a4ae6ed82c54b602263e3edf6b8ca,2878,high,1.0,False,False,True,,High confidence
3867,1085,0.9999606310905054,4bf3f65c316a4ec5f45b7591b0533158,1085,high,1.0,False,False,True,,High confidence
4996,5478,0.9999602229289936,3980642b5534d280d4b91bd97f34e240,5478,high,1.0,False,False,True,,High confidence
2413,3105,0.9999601572635537,bb081ffa24545fa3c4a276bd506e5ce4,3105,high,1.0,False,False,True,,High confidence
5179,13962,0.9999599947889539,091c0022078f48c77f10bbc45c55d74d,13962,high,1.0,False,False,True,,High confidence
2113,2554,0.9999598321404187,d608ee2cff5b062bd367f15536d8cf02,2554,high,1.0,False,False,True,,High confidence
17567,5433,0.9999597252489522,62c780fe00436c6256fc3a39561b9582,5433,high,1.0,False,False,True,,High confidence
17718,19338,0.9999594165785788,156750efd19cd715b1010ea6257a12e5,19338,high,1.0,False,False,True,,High confidence
17379,3052,0.9999592631928612,7eacde4fd4bf5a719a6c9626780e7146,3052,high,1.0,False,False,True,,High confidence
14868,11864,0.9999589309188737,69f7904080fbb5f176b5bbddfa2c41ae,11864,high,1.0,False,False,True,,High confidence
17809,16029,0.9999588658562644,8ab93ea9638d2668c9acb0f686a5e321,16029,high,1.0,False,False,True,,High confidence
8826,13960,0.9999588048181116,9bea1a10ca894b8c3f0bed8b24ac0e2a,13960,high,1.0,False,False,True,,High confidence
13846,15165,0.9999586478899558,f4be08bc2051614db8b29ae2d7c2bd2a,15165,high,1.0,False,False,True,,High confidence
1016,18254,0.9999585618952322,0d20e963b9bce180d487b3aaf3a261ea,18254,high,1.0,False,False,True,,High confidence
5525,981,0.999958517893779,74aaf05fe0a28e49087006901b28804c,981,high,1.0,False,False,True,,High confidence
1810,6462,0.9999584898387999,cd457f39ed380dae6d77e5f17405b733,6462,high,1.0,False,False,True,,High confidence
6112,16629,0.9999582272338395,eaf55a5d8a059a27360be77861c805dc,16629,high,1.0,False,False,True,,High confidence
18154,13031,0.999957936918782,896f5185ee77a0f24db66552c9ec0c5b,13031,high,1.0,False,False,True,,High confidence
293,14845,0.9999578925137995,0a4243083ce99c8796bffebb62666eab,14845,high,1.0,False,False,True,,High confidence
9534,12845,0.9999578487930334,3bfb2d93ae903bab0ef387b6568c8241,12845,high,1.0,False,False,True,,High confidence
18736,15512,0.9999577834260485,c640ef1a8ae72a59ea3afc59efbe999f,15512,high,1.0,False,False,True,,High confidence
8408,10845,0.9999571705460548,dde4fb1d082b8e805033c9e0c26116b1,10845,high,1.0,False,False,True,,High confidence
3193,3993,0.999957163963234,2bb22d14c9a6b65ea35b32172bde7ac9,3993,high,1.0,False,False,True,,High confidence
745,18426,0.9999571184168407,22cb3867a11df379ac8d54ee1b7d8f58,18426,high,1.0,False,False,True,,High confidence
615,8366,0.999957014908346,d09b87a33236aaf4c847eb31bde969f1,8366,high,1.0,False,False,True,,High confidence
6516,10007,0.9999569956188659,e72a0139d269fa0a005f79206346d1b0,10007,high,1.0,False,False,True,,High confidence
12615,12601,0.9999568121558655,0c75a19f275ad2ebc41dfa88f5f1d547,12601,high,1.0,False,False,True,,High confidence
12205,18605,0.999956801984262,ade874107fc61410a7a330eb6d329068,18605,high,1.0,False,False,True,,High confidence
929,11679,0.9999566989540809,03338733eba194aa9a0e480cfc853001,11679,high,1.0,False,False,True,,High confidence
2103,12644,0.9999566200386009,dbbc98ed2910636fed43160698b45722,12644,high,1.0,False,False,True,,High confidence
15440,310,0.9999565570359031,21778886222bc147d57e4b4033112afc,310,high,1.0,False,False,True,,High confidence
11234,8856,0.9999565144058968,7d90f12539f01cdbd329b53fecd0328e,8856,high,1.0,False,False,True,,High confidence
18740,806,0.9999561462783785,86b8c50acad7af5c4ee4c7bc231946c9,806,high,1.0,False,False,True,,High confidence
157,12078,0.9999561088466983,d29f6efbec564339ad82bf0baaade1aa,12078,high,1.0,False,False,True,,High confidence
11440,2523,0.9999560817272435,2255ed6accf784372305f707faf1f88a,2523,high,1.0,False,False,True,,High confidence
1897,6070,0.9999560388299416,2033e81e7941f997a5aabcd734f31d36,6070,high,1.0,False,False,True,,High confidence
6148,19022,0.9999559734823623,f508bb317cf41d47fefc2e9e53b2a1f7,19022,high,1.0,False,False,True,,High confidence
3496,586,0.999955840904455,f4ad391f766f4f01e6e0da4bba45930a,586,high,1.0,False,False,True,,High confidence
6897,15171,0.999955627190102,1fd2ecd1ae18c022eefa2e762846d520,15171,high,1.0,False,False,True,,High confidence
5386,5101,0.9999555885806376,528087feb2e2e933c31599482ab0ca59,5101,high,1.0,False,False,True,,High confidence
842,15878,0.9999555838842391,7e4ddf24942df567f4cd52e6a309f1ce,15878,high,1.0,False,False,True,,High confidence
1325,14093,0.9999555387513508,a8120a63fc4765191fed28ec6a7cf877,14093,high,1.0,False,False,True,,High confidence
16127,17394,0.9999554372224833,ce19c303e051f1ac5bd8bdd67a938c5b,17394,high,1.0,False,False,True,,High confidence
14767,6010,0.9999551474790805,daa3228aa4f4afde0c7975172867895f,6010,high,1.0,False,False,True,,High confidence
8394,1811,0.999954940508291,ec5d64fdd65191d1e0e8d1c9bcac35c8,1811,high,1.0,False,False,True,,High confidence
12771,12129,0.9999548759589472,5923f85a4e8163324dc112c07d48fe40,12129,high,1.0,False,False,True,,High confidence
5944,5440,0.9999548736071333,54cab3668d091613391a08da67b75530,5440,high,1.0,False,False,True,,High confidence
19960,10253,0.9999546493075333,18101c144a9c3dcdf0eaae8ef19f456d,10253,high,1.0,False,False,True,,High confidence
18850,2343,0.999954589088451,b5d678c13850b6d541c6079ecdffabbe,2343,high,1.0,False,False,True,,High confidence
19663,13403,0.9999545417142661,491d0abea151d1d64756516b8dfa2782,13403,high,1.0,False,False,True,,High confidence
5793,19209,0.999954464007763,5a792e2592fd5335ed3353a5ba19555d,19209,high,1.0,False,False,True,,High confidence
6064,1829,0.9999539375526388,116bd4733a1216339308c41af818c04a,1829,high,1.0,False,False,True,,High confidence
17926,2196,0.9999538844709424,04be5d4606f0fb2fabd3252b923d1ca3,2196,high,1.0,False,False,True,,High confidence
11811,11511,0.9999537894705567,948d758db04e7a6436a6a62cc6bc06bc,11511,high,1.0,False,False,True,,High confidence
2319,13191,0.9999536209401049,d14d96c10f4bbaa0dd0ee026aecd617c,13191,high,1.0,False,False,True,,High confidence
14338,9829,0.999953583264987,8d7be34e6c1a00a9a328aab36b24df67,9829,high,1.0,False,False,True,,High confidence
18961,11271,0.9999534581585158,65f3ca02b75489943b6b26f0d6d41ee6,11271,high,1.0,False,False,True,,High confidence
9754,9441,0.9999533976848392,88e3f5b24ba6d27e970b38c2aa9e1a02,9441,high,1.0,False,False,True,,High confidence
4673,17202,0.9999532725645155,464f05a3caa9de5c45cd8c494fc1e1b1,17202,high,1.0,False,False,True,,High confidence
14833,14180,0.9999531169355684,97d1a881e544f84e5473c3a724a1dff3,14180,high,1.0,False,False,True,,High confidence
18956,10682,0.9999529827767781,782cff112ba0a7c2a033165d335a6d85,10682,high,1.0,False,False,True,,High confidence
5848,2525,0.9999527814454415,5d9d884f9b11308414462a55f4c08aba,2525,high,1.0,False,False,True,,High confidence
4566,17588,0.9999527740765768,d8bbc48a8cd744a43facab52f9528cf6,17588,high,1.0,False,False,True,,High confidence
9590,10074,0.9999527224229808,013724adf7e7c308a5149f52653fa616,10074,high,1.0,False,False,True,,High confidence
12480,7768,0.9999523086815614,4d67fa91739bd826134a8848335dd3f9,7768,high,1.0,False,False,True,,High confidence
17360,3868,0.9999520226711615,2e00ccb882b2c85834c03fcd4b970742,3868,high,1.0,False,False,True,,High confidence
17944,5510,0.9999520088265917,e2a402c502d7e3e693c1ebda83016683,5510,high,1.0,False,False,True,,High confidence
16068,15423,0.9999518623271462,68ae4f9f75763ed83e2b5993b025be3c,15423,high,1.0,False,False,True,,High confidence
4051,18500,0.9999516845369119,02ec525e4acc7fcfe4bcde57c623d7c2,18500,high,1.0,False,False,True,,High confidence
17019,10860,0.9999516181472742,d36d8eb72dae45673dcd4aa95bec54ac,10860,high,1.0,False,False,True,,High confidence
8816,39,0.9999516128706253,074d8362528dfe3143bae40a78e96bbd,39,high,1.0,False,False,True,,High confidence
1677,1396,0.9999515408678907,571ed524dcff0b4cc039bfa1837fddc8,1396,high,1.0,False,False,True,,High confidence
8110,16459,0.999951338312876,a0615b6bd573b1c2f8ff1600a81f02f8,16459,high,1.0,False,False,True,,High confidence
2905,16183,0.999951244521301,cde9bfabf7c23e7f462a1eaac11620ef,16183,high,1.0,False,False,True,,High confidence
17155,1088,0.999951159559551,34632d5469d9dcbc8b9df10bceb6dc83,1088,high,1.0,False,False,True,,High confidence
5894,16528,0.99995108439528,e798cb7dac0308cb8c101f10be79273f,16528,high,1.0,False,False,True,,High confidence
5717,11913,0.9999510638768186,d468c6ab2ca3580a44fb6e7cb09c5d14,11913,high,1.0,False,False,True,,High confidence
4322,17702,0.9999510422535306,d34b32f46c212bf14e0671dcbc54598d,17702,high,1.0,False,False,True,,High confidence
13472,4704,0.9999508170490367,98b72e9e4c1a255937c4068522d2e384,4704,high,1.0,False,False,True,,High confidence
3098,3353,0.9999508098371894,979b731ee8b8ae99d6a0ef933f220000,3353,high,1.0,False,False,True,,High confidence
4375,6006,0.9999506740212478,83babebbc815e9207669d884c4f96ad8,6006,high,1.0,False,False,True,,High confidence
18218,15710,0.9999504535544302,5fd4146452dba02754b316bdde6ed09b,15710,high,1.0,False,False,True,,High confidence
13531,10118,0.9999503693637148,05a598ddc96f68bcea6245732e2d46dc,10118,high,1.0,False,False,True,,High confidence
682,17402,0.9999503514276309,1992ef3671e76e9a92e695d0ee93859d,17402,high,1.0,False,False,True,,High confidence
15056,12363,0.999949959327681,94f26a06a631fa05312462877ae4b813,12363,high,1.0,False,False,True,,High confidence
8499,6560,0.9999499175546145,3c5d5bf7f99182a9fed8997a76f98a67,6560,high,1.0,False,False,True,,High confidence
3606,10413,0.9999497159809799,e4034e7a3cbe6c2a8c9f3266e560f9d0,10413,high,1.0,False,False,True,,High confidence
